sample_id,avg_elements,min_elements,max_elements,density_category
1657340376917,7.0,7,7,low
1656425833492,64.0,64,64,medium
1656615163943,13.0,13,13,low
1656351202044,11.0,11,11,low
1656386279282,133.0,133,133,medium
1657234210910,7.0,7,7,low
1655929978696,23.0,23,23,low
1657226185238,7.0,7,7,low
1656606467759,340.0,340,340,high
1655942906596,111.0,111,111,medium
1655930997903,8.0,8,8,low
1656262813824,155.0,155,155,high
1655975568849,169.0,169,169,high
1656122331438,7.0,7,7,low
1656083983914,271.0,271,271,high
1656166398962,94.0,94,94,medium
1655939285689,29.0,29,29,low
1655962580676,100.0,100,100,medium
1657429078389,7.0,7,7,low
1655917900288,21.0,21,21,low
1656199512069,225.0,225,225,high
1656176715250,7.0,7,7,low
1656130962166,213.0,213,213,high
1655912637814,162.0,162,162,high
1656268097947,20.0,20,20,low
1656345747039,36.0,36,36,low
1657337398018,187.0,187,187,high
1657083446230,21.0,21,21,low
1655933788387,440.0,440,440,high
1657296431263,7.0,7,7,low
1657367840896,7.0,7,7,low
1655940325358,172.0,172,172,high
1656559064606,25.0,25,25,low
1655929634654,92.0,92,92,medium
1657173458905,30.0,30,30,low
1656573383896,169.0,169,169,high
1656267960630,11.0,11,11,low
1657326915456,7.0,7,7,low
1657335440124,30.0,30,30,low
1656620153175,143.0,143,143,medium
1656589542312,70.0,70,70,medium
1655977583872,82.0,82,82,medium
1659958647995,187.0,187,187,high
1655992766668,85.0,85,85,medium
1656370165204,61.0,61,61,medium
1656524694477,57.0,57,57,medium
1656319005785,70.0,70,70,medium
1657163026151,257.0,257,257,high
1656285640467,40.0,40,40,low
1656588149231,8.0,8,8,low
1656046489337,19.0,19,19,low
1656284591836,10.0,10,10,low
1657140556586,253.0,253,253,high
1657088825477,64.0,64,64,medium
1656412130580,28.0,28,28,low
1658349700761,7.0,7,7,low
1656153020071,165.0,165,165,high
1655944390720,148.0,148,148,medium
1658390750529,81.0,81,81,medium
1657128246256,10.0,10,10,low
1656033401531,31.0,31,31,low
1658542039931,7.0,7,7,low
1656515565821,26.0,26,26,low
1656234320440,6.0,6,6,low
1657320919121,7.0,7,7,low
1657268693902,30.0,30,30,low
1659036311937,7.0,7,7,low
1656406350876,299.0,299,299,high
1656604491440,80.0,80,80,medium
1656158924101,13.0,13,13,low
1656361707401,13.0,13,13,low
1655967712795,40.0,40,40,low
1657315337858,43.0,43,43,low
1658344598657,43.0,43,43,low
1656419428551,259.0,259,259,high
1656093485472,151.0,151,151,high
1656394411000,6.0,6,6,low
1656145832641,259.0,259,259,high
1656376726636,111.0,111,111,medium
1656485418309,159.0,159,159,high
1658735610642,43.0,43,43,low
1658370378530,43.0,43,43,low
1656402130361,109.0,109,109,medium
1657100835294,234.0,234,234,high
1658943450381,48.0,48,48,low
1656517812552,25.0,25,25,low
1656329378627,115.0,115,115,medium
1656380810652,25.0,25,25,low
1656291360951,251.0,251,251,high
1656426792579,66.0,66,66,medium
1656044830230,16.0,16,16,low
1656277867507,25.0,25,25,low
1656245474854,44.0,44,44,low
1656010490923,173.0,173,173,high
1656423362307,111.0,111,111,medium
1656351005837,7.0,7,7,low
1656137529632,17.0,17,17,low
1656554036483,76.0,76,76,medium
1656208152268,160.0,160,160,high
1656295086857,241.0,241,241,high
1659198790537,137.0,137,137,medium
1656037492398,161.0,161,161,high
1656357632750,7.0,7,7,low
1656580965799,62.0,62,62,medium
1655978398211,151.0,151,151,high
1656102415647,120.0,120,120,medium
1656396756316,6.0,6,6,low
1656527101163,266.0,266,266,high
1656385260856,76.0,76,76,medium
1659088566432,43.0,43,43,low
1656079769001,112.0,112,112,medium
1656218126277,27.0,27,27,low
1656396365640,32.0,32,32,low
1656014499605,176.0,176,176,high
1658463812188,257.0,257,257,high
1656230745119,103.0,103,103,medium
1656184753050,100.0,100,100,medium
1656066975944,227.0,227,227,high
1655981591906,12.0,12,12,low
1655927952299,195.0,195,195,high
1658430284326,7.0,7,7,low
1656397547220,10.0,10,10,low
1657220214641,187.0,187,187,high
1656011847348,205.0,205,205,high
1656248115823,371.0,371,371,high
1656437552689,96.0,96,96,medium
1657107350874,292.0,292,292,high
1657174303044,7.0,7,7,low
1656552042581,95.0,95,95,medium
1656583779212,77.0,77,77,medium
1657423655018,257.0,257,257,high
1655994023556,106.0,106,106,medium
1657209632859,7.0,7,7,low
1657118179739,14.0,14,14,low
1656574949428,340.0,340,340,high
1656201429390,67.0,67,67,medium
1656150268031,6.0,6,6,low
1655991935979,110.0,110,110,medium
1656116566084,379.0,379,379,high
1656520128537,6.0,6,6,low
1656585071762,105.0,105,105,medium
1655954614633,132.0,132,132,medium
1656073157247,75.0,75,75,medium
1656228820945,271.0,271,271,high
1658375940411,7.0,7,7,low
1656250676026,142.0,142,142,medium
1655962752646,150.0,150,150,medium
1655978526341,46.0,46,46,low
1658374742258,43.0,43,43,low
1656031802087,270.0,270,270,high
1656328011985,6.0,6,6,low
1656182215601,6.0,6,6,low
1656002101646,67.0,67,67,medium
1657350891488,7.0,7,7,low
1658290777215,7.0,7,7,low
1657143918393,41.0,34,48,low
1657096349391,197.0,197,197,high
1656552913100,8.0,8,8,low
1655969748864,41.0,41,41,low
1655930198684,221.0,221,221,high
1656015656578,73.0,73,73,medium
1656321419260,11.0,11,11,low
1656538811729,36.0,36,36,low
1656185862339,62.0,50,66,medium
1657129107955,36.0,36,36,low
1656204087138,7.0,7,7,low
1656028251686,164.0,164,164,high
1656406063438,43.0,43,43,low
1655985169184,319.0,319,319,high
1656075482567,15.0,15,15,low
1656169388754,29.0,29,29,low
1656211358605,30.0,30,30,low
1658315452876,43.0,43,43,low
1656007976408,132.0,132,132,medium
1656084492223,113.0,113,113,medium
1656119029034,132.0,132,132,medium
1656302497466,144.0,144,144,medium
1659282831902,7.0,7,7,low
1655931098022,379.0,379,379,high
1656153474173,114.0,114,114,medium
1655892578253,115.0,115,115,medium
1657241408156,43.0,43,43,low
1656196417530,34.0,34,34,low
1656025684733,38.0,38,38,low
1656164276297,241.0,241,241,high
1656363010542,79.0,79,79,medium
1657333631117,43.0,43,43,low
1655958112197,8.0,8,8,low
1659716039519,7.0,7,7,low
1655993781482,93.0,93,93,medium
1656051480541,271.0,271,271,high
1655948837594,159.0,159,159,high
1657249610383,43.0,43,43,low
1656551277081,8.0,8,8,low
1656448400895,340.0,340,340,high
1658270782678,43.0,43,43,low
1656033270120,121.0,121,121,medium
1655927079089,7.0,7,7,low
1655910535927,78.0,78,78,medium
1656070037126,45.0,45,45,low
1658288369118,42.0,42,42,low
1656149467516,47.0,47,47,low
1657350032943,7.0,7,7,low
1656197172360,33.0,33,33,low
1656126438309,48.0,48,48,low
1657452372557,43.0,43,43,low
1656165190941,17.0,17,17,low
1656579671921,30.0,30,30,low
1656335516527,16.0,16,16,low
1656374945261,60.0,60,60,medium
1657098307787,165.0,165,165,high
1658955047693,7.0,7,7,low
1656277401084,17.0,17,17,low
1656282001451,20.0,20,20,low
1655976228453,8.0,8,8,low
1656161527923,183.0,183,183,high
1656511605584,19.0,19,19,low
1657145806800,172.0,172,172,high
1656131968365,19.0,19,19,low
1656360184183,15.0,15,15,low
1655908797125,146.0,146,146,medium
1655934447022,8.0,8,8,low
1655970051607,40.0,40,40,low
1656260954501,30.0,30,30,low
1656329225734,112.0,112,112,medium
1655924883117,235.0,235,235,high
1656025420153,25.0,25,25,low
1656057083502,8.0,8,8,low
1656585237691,86.0,86,86,medium
1657211737510,187.0,187,187,high
1657148426467,260.0,260,260,high
1656511003907,197.0,197,197,high
1656506067116,28.0,28,28,low
1655949597135,35.0,35,35,low
1655972844471,36.0,36,36,low
1656374342332,45.0,45,45,low
1656615572721,112.0,112,112,medium
1657343270858,7.0,7,7,low
1656078338101,72.0,72,72,medium
1657166436887,43.0,43,43,low
1656250330347,185.0,185,185,high
1656226585250,220.0,220,220,high
1656172838429,33.0,33,33,low
1656400269931,193.0,193,193,high
1655937034994,33.0,33,33,low
1656316226865,154.0,154,154,high
1656594303982,10.0,10,10,low
1656610158485,86.0,86,86,medium
1656267373125,80.0,80,80,medium
1659562728030,43.0,43,43,low
1656474631905,26.0,14,30,low
1657290980843,30.0,30,30,low
1657113323851,54.5,18,90,medium
1657159905031,43.0,43,43,low
1656057442136,504.0,504,504,high
1655989525282,33.0,33,33,low
1656026561263,169.0,169,169,high
1656533425109,137.0,137,137,medium
1656251213045,160.0,160,160,high
1657210841969,7.0,7,7,low
1656395619049,323.0,323,323,high
1656301583602,168.0,168,168,high
1658377177309,43.0,43,43,low
1657142227558,120.0,120,120,medium
1656557458972,23.0,23,23,low
1656588233584,111.0,111,111,medium
1656403327150,169.0,169,169,high
1656503665459,6.0,6,6,low
1656497857091,43.0,43,43,low
1655976715857,61.0,61,61,medium
1656607282899,195.25,193,196,high
1657418232868,7.0,7,7,low
1657260700131,201.0,201,201,high
1657145176851,125.0,125,125,medium
1656098209820,45.0,45,45,low
1656097513512,13.0,13,13,low
1655941867276,155.0,155,155,high
1657253136833,187.0,187,187,high
1656312565660,393.0,393,393,high
1655908558345,487.0,487,487,high
1657120867707,156.0,156,156,high
1657267390640,15.0,15,15,low
1656308349656,38.0,38,38,low
1657146409408,257.0,257,257,high
1656569420174,52.0,52,52,medium
1656339965825,314.0,314,314,high
1656160418386,111.0,111,111,medium
1655990852652,163.0,163,163,high
1656291469984,59.0,59,59,medium
1655989126166,143.0,143,143,medium
1656607816074,302.0,302,302,high
1656268653927,51.0,51,51,medium
1656113736905,8.0,8,8,low
1656094958613,11.0,11,11,low
1657281040180,7.0,7,7,low
1655969267333,17.0,17,17,low
1656074187584,149.0,149,149,medium
1658482204966,7.0,7,7,low
1656236273088,30.0,30,30,low
1655973515832,8.0,8,8,low
1656403091676,62.0,62,62,medium
1657260056555,30.0,30,30,low
1656407793822,154.0,154,154,high
1656125803817,8.0,8,8,low
1656333370051,359.0,359,359,high
1657250559967,7.0,7,7,low
1656254444328,105.0,105,105,medium
1656282572283,120.0,120,120,medium
1659605720206,7.0,7,7,low
1655923226120,74.0,74,74,medium
1656256938268,311.0,311,311,high
1657209432487,61.0,61,61,medium
1657115745115,66.0,66,66,medium
1656560697693,340.0,340,340,high
1656320855708,7.0,7,7,low
1655900047326,41.0,34,48,low
1656170505622,19.0,19,19,low
1657349944751,7.0,7,7,low
1657098745971,106.0,106,106,medium
1655902573853,27.0,27,27,low
1655968185444,25.0,25,25,low
1656379385389,8.0,8,8,low
1655974960226,72.0,72,72,medium
1658444508482,43.0,43,43,low
1656031754107,62.0,62,62,medium
1655962756564,48.0,48,48,low
1657221066725,43.0,43,43,low
1656593636670,164.0,164,164,high
1656574354572,6.0,6,6,low
1656067358367,86.0,86,86,medium
1656322017999,13.0,13,13,low
1656062529231,61.0,61,61,medium
1657284444743,30.0,30,30,low
1656590375238,7.0,7,7,low
1656129311218,58.0,58,58,medium
1656287675697,28.0,28,28,low
1658321322126,257.0,257,257,high
1655935363536,26.0,26,26,low
1657392954235,7.0,7,7,low
1657129622990,7.0,7,7,low
1656064698811,13.0,13,13,low
1655956829750,125.0,125,125,medium
1658348454282,280.0,280,280,high
1658459515119,43.0,43,43,low
1658964159654,563.0,563,563,high
1656279973669,567.0,567,567,high
1656582632419,20.0,20,20,low
1657101984520,133.0,133,133,medium
1656222327454,189.0,189,189,high
1656547934529,85.0,85,85,medium
1658559847425,43.0,43,43,low
1658370931308,7.0,7,7,low
1656046860459,57.0,57,57,medium
1656249772050,235.0,235,235,high
1656588110931,24.0,24,24,low
1656598366282,32.0,32,32,low
1656076997748,67.0,67,67,medium
1656488135509,8.0,8,8,low
1656518959411,10.0,10,10,low
1656034636650,116.0,116,116,medium
1656006943029,75.0,75,75,medium
1656609759200,14.0,14,14,low
1656283848566,26.0,26,26,low
1658341281268,7.0,7,7,low
1656093216350,238.0,238,238,high
1655894094887,415.0,415,415,high
1656419308575,224.0,224,224,high
1655990573959,71.0,71,71,medium
1656092076739,557.0,557,557,high
1656407524947,42.0,42,42,low
1657288373490,7.0,7,7,low
1657156643666,390.0,390,390,high
1659284213099,43.0,43,43,low
1655993461456,114.0,114,114,medium
1656020009632,56.0,56,56,medium
1655940617067,151.0,151,151,high
1656050848130,100.0,100,100,medium
1657128460534,297.0,297,297,high
1657253132589,30.0,30,30,low
1656230547148,40.0,40,40,low
1656229211172,18.0,18,18,low
1658927669203,43.0,43,43,low
1656165488717,60.0,60,60,medium
1658402202245,7.0,7,7,low
1655979308920,211.0,211,211,high
1656349526757,65.0,65,65,medium
1656582145154,8.0,8,8,low
1656602146136,10.0,10,10,low
1659053706896,43.0,43,43,low
1658369208862,7.0,7,7,low
1658959657852,184.0,184,184,high
1658433593672,43.0,43,43,low
1656116474221,13.0,13,13,low
1656087459051,169.0,169,169,high
1656260345218,23.0,23,23,low
1656021450434,85.0,85,85,medium
1655907336831,178.0,178,178,high
1656436303798,90.0,90,90,medium
1656004248737,60.0,60,60,medium
1656036791280,281.0,281,281,high
1658271829657,7.0,7,7,low
1655936375113,8.0,8,8,low
1657341123580,43.0,43,43,low
1656468233162,8.0,8,8,low
1655954470633,346.0,346,346,high
1655923509661,138.0,138,138,medium
1656195597837,90.0,90,90,medium
1656109441756,40.0,40,40,low
1657363713888,7.0,7,7,low
1656379517251,245.0,245,245,high
1656045460240,63.0,63,63,medium
1656203668249,12.0,12,12,low
1656254395927,64.0,64,64,medium
1656512711141,29.0,29,29,low
1657160204161,7.0,7,7,low
1657214163919,19.0,19,19,low
1656028872241,42.0,42,42,low
1655936949829,70.0,70,70,medium
1655957119418,37.0,37,37,low
1658354304847,187.0,187,187,high
1655902104737,181.0,181,181,high
1656003119571,314.0,314,314,high
1656576826016,58.0,58,58,medium
1657238135987,7.0,7,7,low
1656549223111,128.0,128,128,medium
1656183117441,22.0,22,22,low
1655948978881,58.0,58,58,medium
1655997376269,94.0,94,94,medium
1656598189563,33.0,33,33,low
1656547406875,12.0,12,12,low
1655949248146,137.0,137,137,medium
1656004042411,108.0,108,108,medium
1657400468860,187.0,187,187,high
1656408610501,170.0,170,170,high
1658316209977,40.0,40,40,low
1657154005156,43.0,43,43,low
1655961098035,100.0,100,100,medium
1656084585269,80.0,80,80,medium
1658479514218,43.0,43,43,low
1656613466973,6.0,6,6,low
1656571729484,39.0,39,39,low
1657209030635,53.0,53,53,medium
1655924869753,279.0,279,279,high
1659428013049,7.0,7,7,low
1656313482136,88.0,88,88,medium
1656118822097,101.0,101,101,medium
1657137580098,7.0,7,7,low
1658589914423,43.0,43,43,low
1656401443275,112.0,112,112,medium
1656499858786,51.0,51,51,medium
1655994276002,233.0,233,233,high
1656159937317,43.0,43,43,low
1656141331700,8.0,8,8,low
1657147279191,129.0,129,129,medium
1656586257562,107.0,107,107,medium
1656017835712,198.0,198,198,high
1656335964746,177.0,177,177,high
1657204357285,30.0,30,30,low
1656515584173,293.0,293,293,high
1658421293814,43.0,43,43,low
1658269025237,181.0,181,181,high
1655913205238,297.0,297,297,high
1656362119185,28.0,28,28,low
1656340298057,20.0,20,20,low
1658342733665,187.0,187,187,high
1655988892347,52.0,52,52,medium
1655968708876,111.0,111,111,medium
1655981936015,12.0,12,12,low
1656568880126,89.0,89,89,medium
1656147208691,271.0,271,271,high
1656097914668,172.0,172,172,high
1656183327042,9.0,9,9,low
1658477705552,288.0,288,288,high
1656615142406,142.0,142,142,medium
1656024057621,271.0,271,271,high
1656016905759,169.0,169,169,high
1656293107646,7.0,7,7,low
1658688791571,257.0,257,257,high
1656372859270,27.0,27,27,low
1655977145883,18.0,18,18,low
1658288991620,43.0,43,43,low
1658403372778,7.0,7,7,low
1656035105932,61.0,61,61,medium
1658869473154,7.0,7,7,low
1657176535561,7.0,7,7,low
1656268393621,295.5,295,296,high
1656111757485,173.0,173,173,high
1657290980075,7.0,7,7,low
1657094155753,155.0,155,155,high
1656322471896,127.0,127,127,medium
1656324798631,75.0,75,75,medium
1655929222521,123.0,123,123,medium
1656600952091,87.0,87,87,medium
1656486814728,520.0,520,520,high
1658511416337,187.0,187,187,high
1655929431683,24.0,24,24,low
1655958138302,8.0,8,8,low
1656358047082,84.0,84,84,medium
1656471569385,56.0,56,56,medium
1656289505780,50.0,50,50,medium
1655997883906,58.0,58,58,medium
1656572182770,67.0,67,67,medium
1658511604670,43.0,43,43,low
1655935831850,56.0,56,56,medium
1656109900488,6.0,6,6,low
1656322625078,8.0,8,8,low
1656404797041,219.0,219,219,high
1656130823133,51.0,51,51,medium
1655981008443,87.0,87,87,medium
1655989965858,197.0,197,197,high
1656021986703,101.0,101,101,medium
1656540952270,84.0,84,84,medium
1656616396397,48.5,41,52,low
1656359716546,12.0,12,12,low
1656462934633,8.0,8,8,low
1657354120517,43.0,43,43,low
1657195255662,166.0,166,166,high
1657235300808,257.0,257,257,high
1657375048914,7.0,7,7,low
1657120677092,166.0,166,166,high
1658682284872,43.0,43,43,low
1656000500226,286.0,286,286,high
1656262280365,12.0,12,12,low
1655935066353,237.0,237,237,high
1657239664130,7.0,7,7,low
1655913635475,296.0,296,296,high
1656029354374,8.0,8,8,low
1656180329569,15.0,15,15,low
1659499806391,7.0,7,7,low
1658284853596,43.0,43,43,low
1656305559299,28.0,28,28,low
1657225008908,7.0,7,7,low
1656331712807,32.0,32,32,low
1656163431831,166.0,166,166,high
1656410914851,23.0,23,23,low
1656522947212,130.0,130,130,medium
1656249858028,117.0,117,117,medium
1657192035014,43.0,43,43,low
1657209988732,7.0,7,7,low
1656098202000,31.0,31,31,low
1658329860965,43.0,43,43,low
1656147987907,33.0,33,33,low
1658758132997,169.0,169,169,high
1656235869496,90.0,90,90,medium
1656061040190,8.0,8,8,low
1655908368098,61.0,61,61,medium
1656379684415,36.0,36,36,low
1656146174165,36.0,36,36,low
1657162297734,7.0,7,7,low
1657317838249,7.0,7,7,low
1656160093586,8.0,8,8,low
1656189069930,13.0,13,13,low
1656492285921,49.0,49,49,low
1656135172855,59.0,59,59,medium
1658854021594,67.0,67,67,medium
1658401790161,58.0,58,58,medium
1656547403646,81.0,81,81,medium
1656087579279,46.0,46,46,low
1657320186903,187.0,187,187,high
1658294504454,187.0,187,187,high
1656600693942,412.0,412,412,high
1656205631124,7.0,7,7,low
1657360173445,7.0,7,7,low
1656316924545,154.0,154,154,high
1658306270550,257.0,257,257,high
1657331704683,43.0,43,43,low
1658468051366,43.0,43,43,low
1656457003988,38.0,38,38,low
1657231568696,7.0,7,7,low
1656553544885,28.0,28,28,low
1656357985138,151.0,151,151,high
1657201299560,7.0,7,7,low
1656172338470,137.0,137,137,medium
1657097914606,234.0,234,234,high
1656113200138,8.0,8,8,low
1656377731767,87.0,87,87,medium
1656567550954,159.0,159,159,high
1657358645044,43.0,43,43,low
1656528232407,191.0,191,191,high
1656334726582,115.0,115,115,medium
1656258098436,43.0,43,43,low
1658498965447,43.0,43,43,low
1658327292857,7.0,7,7,low
1655919627551,272.0,272,272,high
1656245281535,28.0,28,28,low
1656145952449,28.0,28,28,low
1656050628501,7.0,7,7,low
1656350052328,139.0,139,139,medium
1656025460013,60.0,60,60,medium
1656534366688,123.0,123,123,medium
1656158525873,33.0,33,33,low
1656606643002,115.0,115,115,medium
1659054593861,43.0,43,43,low
1656447339156,89.0,89,89,medium
1655988316107,23.0,23,23,low
1655991696495,340.0,340,340,high
1658874629210,43.0,43,43,low
1656557624005,144.0,144,144,medium
1657378937788,43.0,43,43,low
1656030311073,62.0,62,62,medium
1655937075571,72.0,72,72,medium
1658326554700,7.0,7,7,low
1656284388968,767.0,767,767,high
1657190898152,7.0,7,7,low
1656065389249,28.0,28,28,low
1655896545632,169.0,169,169,high
1658315730798,187.0,187,187,high
1657087072373,85.0,85,85,medium
1656507049532,80.0,80,80,medium
1657211076138,7.0,7,7,low
1656235500286,47.0,47,47,low
1656287042572,38.0,38,38,low
1657190237010,18.0,18,18,low
1656187616260,338.0,338,338,high
1655931591834,105.0,105,105,medium
1657206225515,30.0,30,30,low
1657314578267,7.0,7,7,low
1656419612142,195.25,193,196,high
1656187420931,61.0,61,61,medium
1657142222119,212.0,212,212,high
1655963679133,100.0,100,100,medium
1658300593766,7.0,7,7,low
1656492313861,301.0,301,301,high
1656599199927,30.0,30,30,low
1655915916704,54.0,54,54,medium
1657197290429,257.0,257,257,high
1659698150041,43.0,43,43,low
1656575828165,202.0,202,202,high
1656094574721,65.0,65,65,medium
1656008533721,360.5,355,364,high
1656149315068,306.0,306,306,high
1657320298031,43.0,43,43,low
1658283363913,70.0,70,70,medium
1656318820030,161.0,161,161,high
1656364216375,234.0,234,234,high
1660156017442,7.0,7,7,low
1655937484422,143.0,143,143,medium
1658698359594,7.0,7,7,low
1656190709299,202.0,202,202,high
1656030842534,94.0,94,94,medium
1656040240031,138.0,138,138,medium
1656097397244,124.0,124,124,medium
1656190560445,10.0,10,10,low
1655989526153,23.0,23,23,low
1656527240749,31.0,31,31,low
1656332083245,21.0,21,21,low
1656026765860,23.0,23,23,low
1656370810935,6.0,6,6,low
1656199122317,46.0,46,46,low
1657358165538,7.0,7,7,low
1658527605910,7.0,7,7,low
1658350492104,43.0,43,43,low
1657185735840,166.0,166,166,high
1658400894135,43.0,43,43,low
1656554031731,137.0,137,137,medium
1656374297994,59.0,59,59,medium
1656257764091,8.0,8,8,low
1655953149116,31.0,31,31,low
1656187831552,13.0,13,13,low
1656293885069,162.0,162,162,high
1658456061233,7.0,7,7,low
1656533105868,64.0,64,64,medium
1656189351915,22.0,22,22,low
1655942399048,172.0,172,172,high
1656005950684,219.0,219,219,high
1656393213021,14.0,14,14,low
1657440270333,7.0,7,7,low
1656290484284,161.0,161,161,high
1656570013962,91.0,91,91,medium
1656345769345,32.0,32,32,low
1655936199992,86.0,86,86,medium
1656072998593,8.0,8,8,low
1657406852816,28.0,28,28,low
1656365492900,43.0,43,43,low
1655972751234,144.0,144,144,medium
1656172275693,43.0,43,43,low
1658551838882,7.0,7,7,low
1656299558470,14.0,14,14,low
1656044645077,28.0,28,28,low
1656306627763,72.0,72,72,medium
1656385220097,10.0,10,10,low
1655985584530,83.0,83,83,medium
1656138883034,81.0,81,81,medium
1658541474037,43.0,43,43,low
1655896648167,224.0,224,224,high
1656517201502,157.0,157,157,high
1658667607229,43.0,43,43,low
1656092278982,281.0,281,281,high
1656314491872,51.0,51,51,medium
1655973707865,15.0,15,15,low
1656081313690,510.0,510,510,high
1656540532822,28.0,28,28,low
1655987847997,156.0,156,156,high
1656119260425,8.0,8,8,low
1656254977327,252.0,252,252,high
1657359961524,7.0,7,7,low
1657088540329,14.0,14,14,low
1656140320455,141.0,141,141,medium
1656232444742,234.0,234,234,high
1656360086426,60.0,60,60,medium
1656558321090,8.0,8,8,low
1656464401325,166.0,166,166,high
1656128093334,13.0,13,13,low
1655946944710,30.0,30,30,low
1658377636506,220.0,220,220,high
1658708878016,43.0,43,43,low
1655988536959,11.0,11,11,low
1656601009668,8.0,8,8,low
1655989029858,36.0,36,36,low
1656147700581,6.0,6,6,low
1655925101627,8.0,8,8,low
1655912991488,26.0,26,26,low
1657234840134,457.0,457,457,high
1656219361751,7.0,7,7,low
1656293705451,7.0,7,7,low
1657163218877,7.0,7,7,low
1655972947946,23.0,23,23,low
1656437550244,216.0,216,216,high
1656038633704,95.0,95,95,medium
1656112798229,157.0,157,157,high
1656549762567,36.0,36,36,low
1656261561310,61.0,61,61,medium
1656470933173,48.0,48,48,low
1656365800527,19.0,19,19,low
1656142803051,94.0,94,94,medium
1658306726952,28.0,28,28,low
1656120365053,53.0,53,53,medium
1656091532406,77.0,77,77,medium
1657198251267,7.0,7,7,low
1658428229357,257.0,257,257,high
1656265814289,8.0,8,8,low
1656044775429,7.0,7,7,low
1656046128401,57.0,57,57,medium
1658358366178,187.0,187,187,high
1656211605803,63.0,63,63,medium
1656132765437,6.0,6,6,low
1657096988355,162.0,162,162,high
1658307662361,184.0,184,184,high
1657110170774,58.0,58,58,medium
1658363424774,187.0,187,187,high
1656329516915,171.0,171,171,high
1656556107673,61.0,61,61,medium
1655985765144,8.0,8,8,low
1656390435556,34.0,34,34,low
1656343631829,132.0,132,132,medium
1658269264914,207.0,207,207,high
1656387753407,93.0,93,93,medium
1657406260547,257.0,257,257,high
1658426398407,120.0,120,120,medium
1658637156741,257.0,257,257,high
1657367565230,43.0,43,43,low
1658290474922,7.0,7,7,low
1657376860688,257.0,257,257,high
1657213780397,34.0,34,34,low
1658263002281,36.0,36,36,low
1656107351219,6.0,6,6,low
1655930919967,104.0,104,104,medium
1656189052566,29.0,29,29,low
1657187265589,30.0,30,30,low
1657393371463,7.0,7,7,low
1655973324168,53.0,53,53,medium
1656004574728,41.0,34,48,low
1656010265848,55.0,55,55,medium
1655911670025,250.0,250,250,high
1658300067684,7.0,7,7,low
1657279946858,30.0,30,30,low
1659078493886,43.0,43,43,low
1656359346665,55.0,55,55,medium
1655956371648,72.0,72,72,medium
1656076611098,38.0,38,38,low
1656150924164,356.75,344,361,high
1655979560506,117.0,117,117,medium
1656136731266,32.0,32,32,low
1657435113469,30.0,30,30,low
1656124919090,30.0,30,30,low
1655948927379,8.0,8,8,low
1656103409437,145.75,145,147,medium
1656241569397,58.0,58,58,medium
1656193635962,6.0,6,6,low
1656489855195,33.0,33,33,low
1656392282848,8.0,8,8,low
1656230257018,166.0,166,166,high
1656013258076,166.0,166,166,high
1656242213479,166.0,166,166,high
1657109385533,76.0,76,76,medium
1655986571859,12.0,12,12,low
1656197604358,54.0,54,54,medium
1655980026892,13.0,13,13,low
1657277654661,7.0,7,7,low
1657319452863,257.0,257,257,high
1656276502866,95.0,95,95,medium
1657438190115,7.0,7,7,low
1658269360083,75.0,75,75,medium
1656150398542,50.0,50,50,medium
1656272830016,38.0,38,38,low
1656243938720,22.0,22,22,low
1656339152667,157.0,157,157,high
1657201178734,257.0,257,257,high
1656247401225,121.0,121,121,medium
1656108754362,197.0,197,197,high
1656231976499,33.0,33,33,low
1656265809294,28.0,28,28,low
1656033363821,19.0,19,19,low
1657201675724,43.0,43,43,low
1658634916193,187.0,187,187,high
1656324582354,99.0,99,99,medium
1657221868871,30.0,30,30,low
1656179582170,67.0,67,67,medium
1656287740446,43.0,43,43,low
1656213825879,173.0,173,173,high
1655969845884,241.0,241,241,high
1655944443794,290.0,290,290,high
1657168827614,43.0,43,43,low
1659037902541,43.0,43,43,low
1657219604675,7.0,7,7,low
1658318596210,230.0,230,230,high
1658681112119,7.0,7,7,low
1658599784250,220.0,220,220,high
1658285962664,187.0,187,187,high
1658283824109,43.0,43,43,low
1657385611743,179.0,179,179,high
1656489492036,34.0,34,34,low
1659142475910,187.0,187,187,high
1655966101562,53.0,53,53,medium
1656551314897,129.0,129,129,medium
1656168360649,25.0,25,25,low
1657175698236,289.0,289,289,high
1656060624226,271.0,271,271,high
1656212049251,6.0,6,6,low
1656235379915,27.0,27,27,low
1656509543487,87.0,87,87,medium
1658267411866,187.0,187,187,high
1656152448998,21.0,21,21,low
1656311396748,140.0,140,140,medium
1655957671738,397.0,397,397,high
1656272356136,217.5,215,225,high
1657445873227,7.0,7,7,low
1656013744843,13.0,13,13,low
1656157151850,230.0,230,230,high
1656187368632,43.0,43,43,low
1656560893369,8.0,8,8,low
1657094339068,48.0,48,48,low
1656396369038,114.0,114,114,medium
1656570465019,87.0,87,87,medium
1657158904538,174.0,174,174,high
1656303774923,7.0,7,7,low
1656026388003,66.0,66,66,medium
1657381459229,43.0,43,43,low
1656104763434,112.0,112,112,medium
1658331894993,187.0,187,187,high
1656574948445,135.25,133,136,medium
1656022095712,11.0,11,11,low
1656267448807,37.0,37,37,low
1656133403819,1234.0,1234,1234,high
1656171284067,48.0,48,48,low
1658391764916,7.0,7,7,low
1657131627380,8.0,8,8,low
1658704116884,43.0,43,43,low
1656307843236,13.0,13,13,low
